#cnt bytes time_avg time_min bandwidth
2346 18768 3.76385e-05 3.58939e-05 5.22874e+08
2351 18808 3.74745e-05 3.59893e-05 5.226e+08
2356 18848 3.73285e-05 3.59416e-05 5.24406e+08
2361 18888 3.73195e-05 3.59893e-05 5.24823e+08
2366 18928 3.78398e-05 3.60489e-05 5.25065e+08
2371 18968 3.79444e-05 3.60489e-05 5.26174e+08
2376 19008 3.79425e-05 3.60489e-05 5.27284e+08
2381 19048 3.76514e-05 3.61085e-05 5.27521e+08
2386 19088 3.75174e-05 3.61085e-05 5.28629e+08
2391 19128 3.74806e-05 3.60966e-05 5.29912e+08
2396 19168 3.72699e-05 3.60608e-05 5.31547e+08
2401 19208 3.73534e-05 3.61443e-05 5.31426e+08
2406 19248 3.7388e-05 3.61443e-05 5.32533e+08
2411 19288 3.74094e-05 3.60966e-05 5.34344e+08
2416 19328 3.72865e-05 3.62039e-05 5.33866e+08
2421 19368 3.76439e-05 3.62396e-05 5.34443e+08
2426 19408 3.7598e-05 3.62515e-05 5.3537e+08
2431 19448 3.7635e-05 3.62992e-05 5.35769e+08
2436 19488 3.738e-05 3.62515e-05 5.37577e+08
2441 19528 3.8249e-05 3.63111e-05 5.37796e+08
2446 19568 3.77725e-05 3.63946e-05 5.37662e+08
2451 19608 3.79218e-05 3.63946e-05 5.38761e+08
2456 19648 3.78735e-05 3.64065e-05 5.39684e+08
2461 19688 3.79069e-05 3.64542e-05 5.40075e+08
2466 19728 3.80597e-05 3.65496e-05 5.3976e+08
2471 19768 3.84264e-05 3.65973e-05 5.4015e+08
2476 19808 3.78784e-05 3.65496e-05 5.41949e+08
2481 19848 3.80673e-05 3.65973e-05 5.42336e+08
2486 19888 3.81681e-05 3.66569e-05 5.42545e+08
2491 19928 3.78112e-05 3.65973e-05 5.44522e+08
2496 19968 3.83215e-05 3.67522e-05 5.43314e+08
2501 20008 3.80336e-05 3.67999e-05 5.43697e+08
2506 20048 3.84989e-05 3.68476e-05 5.44079e+08
2511 20088 3.83461e-05 3.68953e-05 5.4446e+08
2516 20128 3.81628e-05 3.68953e-05 5.45544e+08
2521 20168 3.82795e-05 3.69906e-05 5.45219e+08
2526 20208 3.88165e-05 3.69549e-05 5.46829e+08
2531 20248 3.86074e-05 3.71456e-05 5.45098e+08
2536 20288 3.90015e-05 3.73006e-05 5.43906e+08
2541 20328 3.90161e-05 3.73602e-05 5.44109e+08
2546 20368 3.87208e-05 3.74079e-05 5.44484e+08
2551 20408 3.89464e-05 3.74556e-05 5.44859e+08
2556 20448 3.92346e-05 3.75032e-05 5.45233e+08
2561 20488 3.90511e-05 3.75509e-05 5.45606e+08
2566 20528 3.91201e-05 3.77059e-05 5.44424e+08
2571 20568 3.94528e-05 3.76463e-05 5.46349e+08
2576 20608 3.91338e-05 3.77059e-05 5.46546e+08
2581 20648 3.91517e-05 3.7694e-05 5.4778e+08
2586 20688 3.9151e-05 3.7694e-05 5.48841e+08
2591 20728 3.9203e-05 3.76463e-05 5.50599e+08
2596 20768 3.88467e-05 3.76463e-05 5.51661e+08
2601 20808 3.89361e-05 3.77536e-05 5.51153e+08
2606 20848 3.90716e-05 3.78013e-05 5.51516e+08
2611 20888 3.88303e-05 3.77536e-05 5.53272e+08
2616 20928 3.87363e-05 3.78489e-05 5.52935e+08
2621 20968 3.89614e-05 3.78489e-05 5.53992e+08
2626 21008 3.91804e-05 3.78489e-05 5.55048e+08
2631 21048 3.92377e-05 3.78489e-05 5.56105e+08
2636 21088 3.94406e-05 3.79086e-05 5.56286e+08
2641 21128 3.96816e-05 3.79443e-05 5.56816e+08
2646 21168 3.93096e-05 3.78966e-05 5.58572e+08
2651 21208 3.92543e-05 3.7992e-05 5.58223e+08
2656 21248 3.94721e-05 3.80516e-05 5.584e+08
2661 21288 4.30845e-05 3.9196e-05 5.43116e+08
2666 21328 4.325e-05 3.92556e-05 5.43311e+08
2671 21368 4.21438e-05 3.81947e-05 5.5945e+08
2676 21408 4.27083e-05 3.83973e-05 5.57539e+08
2681 21448 4.20891e-05 3.80993e-05 5.6295e+08
2686 21488 4.21234e-05 3.81589e-05 5.63119e+08
2691 21528 4.17482e-05 3.80993e-05 5.6505e+08
2696 21568 4.25068e-05 3.81947e-05 5.64686e+08
2701 21608 4.20167e-05 3.83019e-05 5.64149e+08
2706 21648 4.20791e-05 3.82543e-05 5.65898e+08
2711 21688 4.2305e-05 3.8445e-05 5.64131e+08
2716 21728 4.23421e-05 3.83019e-05 5.67282e+08
2721 21768 4.21752e-05 3.83019e-05 5.68326e+08
2726 21808 4.2366e-05 3.8445e-05 5.67252e+08
2731 21848 4.21044e-05 3.84927e-05 5.67588e+08
2736 21888 4.22111e-05 3.86477e-05 5.66347e+08
2741 21928 4.24241e-05 3.86477e-05 5.67382e+08
2746 21968 4.25284e-05 3.8743e-05 5.67018e+08
2751 22008 4.25721e-05 3.88026e-05 5.67178e+08
2756 22048 4.25565e-05 3.87549e-05 5.68908e+08
2761 22088 4.28758e-05 3.88026e-05 5.6924e+08
2766 22128 4.27221e-05 3.89576e-05 5.68002e+08
2771 22168 4.27301e-05 3.89457e-05 5.69203e+08
2776 22208 4.28587e-05 3.89457e-05 5.7023e+08
2781 22248 4.34575e-05 3.9041e-05 5.69862e+08
2786 22288 4.37946e-05 4.05073e-05 5.50222e+08
2791 22328 4.33637e-05 3.91483e-05 5.70344e+08
2796 22368 4.35157e-05 3.92556e-05 5.69804e+08
2801 22408 4.34477e-05 3.94464e-05 5.68063e+08
2806 22448 4.30628e-05 3.93987e-05 5.69765e+08
2811 22488 4.13868e-05 3.93987e-05 5.70781e+08
2816 22528 4.03386e-05 3.9494e-05 5.70415e+08
2821 22568 4.07653e-05 3.96013e-05 5.6988e+08
2826 22608 4.04168e-05 3.95536e-05 5.71578e+08
2831 22648 4.06197e-05 3.9494e-05 5.73454e+08
2836 22688 4.1086e-05 3.94464e-05 5.75161e+08
2841 22728 4.12229e-05 3.9494e-05 5.75479e+08
2846 22768 4.13089e-05 3.95417e-05 5.75797e+08
2851 22808 4.12633e-05 3.95536e-05 5.76635e+08
2856 22848 4.12471e-05 3.95417e-05 5.7782e+08
2861 22888 4.10469e-05 3.95417e-05 5.78832e+08
2866 22928 4.09186e-05 3.96013e-05 5.78971e+08
2871 22968 4.11509e-05 3.96013e-05 5.79981e+08
2876 23008 4.16507e-05 3.96013e-05 5.80991e+08
2881 23048 4.14251e-05 3.9649e-05 5.81301e+08
2886 23088 4.1337e-05 3.97444e-05 5.80912e+08
2891 23128 4.096e-05 3.96967e-05 5.82618e+08
2896 23168 4.1417e-05 3.97444e-05 5.82925e+08
2901 23208 4.14451e-05 3.98517e-05 5.8236e+08
2906 23248 4.10492e-05 3.97444e-05 5.84938e+08
2911 23288 4.14624e-05 3.98993e-05 5.83669e+08
2916 23328 4.11698e-05 3.98517e-05 5.85371e+08
2921 23368 4.1203e-05 3.98517e-05 5.86374e+08
2926 23408 4.17906e-05 3.9947e-05 5.85976e+08
2931 23448 4.13994e-05 3.98993e-05 5.87679e+08
2936 23488 4.18286e-05 3.99947e-05 5.87278e+08
2941 23528 4.1211e-05 3.9947e-05 5.8898e+08
2946 23568 4.16535e-05 3.9947e-05 5.89981e+08
2951 23608 4.11112e-05 3.99947e-05 5.90278e+08
2956 23648 4.12902e-05 3.9947e-05 5.91984e+08
2961 23688 4.13599e-05 4.00543e-05 5.91397e+08
2966 23728 4.13315e-05 4.0102e-05 5.91691e+08
2971 23768 4.12301e-05 4.01497e-05 5.91985e+08
2976 23808 4.1311e-05 4.00543e-05 5.94393e+08
2981 23848 4.15784e-05 4.01974e-05 5.93273e+08
2986 23888 4.18426e-05 4.01974e-05 5.94268e+08
2991 23928 4.20336e-05 4.0257e-05 5.94381e+08
2996 23968 4.21959e-05 4.02927e-05 5.94847e+08
3001 24008 4.19078e-05 4.02451e-05 5.96545e+08
3006 24048 4.1824e-05 4.04e-05 5.95247e+08
3011 24088 4.21435e-05 4.04477e-05 5.95534e+08
3016 24128 4.18551e-05 4.05431e-05 5.9512e+08
3021 24168 4.20907e-05 4.05073e-05 5.96633e+08
3026 24208 4.21931e-05 4.05431e-05 5.97093e+08
3031 24248 4.20831e-05 4.06981e-05 5.95802e+08
3036 24288 4.20629e-05 4.06981e-05 5.96785e+08
3041 24328 4.21249e-05 4.07934e-05 5.96371e+08
3046 24368 4.23057e-05 4.0853e-05 5.9648e+08
3051 24408 4.28241e-05 4.09961e-05 5.95374e+08
3056 24448 4.29919e-05 4.1008e-05 5.96176e+08
3061 24488 4.23605e-05 4.10914e-05 5.95939e+08
3066 24528 4.24585e-05 4.1151e-05 5.96048e+08
3071 24568 4.23917e-05 4.12464e-05 5.9564e+08
3076 24608 4.25303e-05 4.12464e-05 5.96609e+08
3081 24648 4.28314e-05 4.12941e-05 5.96889e+08
3086 24688 4.28065e-05 4.14014e-05 5.96309e+08
3091 24728 4.2854e-05 4.13895e-05 5.97447e+08
3096 24768 4.29177e-05 4.13418e-05 5.99103e+08
3101 24808 4.27439e-05 4.13418e-05 6.00071e+08
3106 24848 4.26545e-05 4.14014e-05 6.00173e+08
3111 24888 4.25155e-05 4.13537e-05 6.01832e+08
3116 24928 4.27147e-05 4.13418e-05 6.02974e+08
3121 24968 4.28659e-05 4.14014e-05 6.03072e+08
3126 25008 4.27114e-05 4.14014e-05 6.04038e+08
3131 25048 4.30036e-05 4.14491e-05 6.04308e+08
3136 25088 4.28911e-05 4.14968e-05 6.04577e+08
3141 25128 4.31716e-05 4.15921e-05 6.04153e+08
3146 25168 4.28877e-05 4.15444e-05 6.05809e+08
3151 25208 4.30921e-05 4.15921e-05 6.06076e+08
3156 25248 4.27221e-05 4.15444e-05 6.07735e+08
3161 25288 4.29747e-05 4.16517e-05 6.0713e+08
3166 25328 4.32487e-05 4.16398e-05 6.08264e+08
3171 25368 4.27307e-05 4.16994e-05 6.08354e+08
3176 25408 4.62151e-05 4.21047e-05 6.03448e+08
3181 25448 4.55432e-05 4.17948e-05 6.0888e+08
3186 25488 4.55903e-05 4.17471e-05 6.10534e+08
3191 25528 4.54631e-05 4.18425e-05 6.10098e+08
3196 25568 4.55571e-05 4.17471e-05 6.1245e+08
3201 25608 4.65267e-05 4.25458e-05 6.01893e+08
3206 25648 4.62285e-05 4.19021e-05 6.12094e+08
3211 25688 4.60926e-05 4.17948e-05 6.14622e+08
3216 25728 4.6594e-05 4.18901e-05 6.14178e+08
3221 25768 4.63064e-05 4.19974e-05 6.13561e+08
3226 25808 4.57631e-05 4.19974e-05 6.14514e+08
3231 25848 4.66291e-05 4.20451e-05 6.14768e+08
3236 25888 4.67659e-05 4.23074e-05 6.11903e+08
3241 25928 4.58769e-05 4.20451e-05 6.16671e+08
3246 25968 4.62929e-05 4.20928e-05 6.16923e+08
3251 26008 4.58056e-05 4.22478e-05 6.15606e+08
3256 26048 4.59324e-05 4.22955e-05 6.15858e+08
3261 26088 4.59946e-05 4.23908e-05 6.15416e+08
3266 26128 4.60163e-05 4.24504e-05 6.15494e+08
3271 26168 4.60774e-05 4.24981e-05 6.15745e+08
3276 26208 4.6258e-05 4.25577e-05 6.15823e+08
3281 26248 4.71195e-05 4.23431e-05 6.19888e+08
3286 26288 4.64005e-05 4.24504e-05 6.19263e+08
3291 26328 4.61515e-05 4.24981e-05 6.1951e+08
3296 26368 4.66501e-05 4.24981e-05 6.20451e+08
3301 26408 4.6743e-05 4.26531e-05 6.19135e+08
3306 26448 4.76278e-05 4.27961e-05 6.18e+08
3311 26488 4.71821e-05 4.27961e-05 6.18934e+08
3316 26528 4.7007e-05 4.27604e-05 6.20387e+08
3321 26568 4.71064e-05 4.29988e-05 6.17878e+08
3326 26608 4.7418e-05 4.30584e-05 6.17951e+08
3331 26648 4.7339e-05 4.31538e-05 6.17513e+08
3336 26688 4.75134e-05 4.32491e-05 6.17076e+08
3341 26728 4.75838e-05 4.31538e-05 6.19367e+08
3346 26768 4.73524e-05 4.30942e-05 6.21151e+08
3351 26808 4.68681e-05 4.30465e-05 6.22769e+08
3356 26848 4.71976e-05 4.31538e-05 6.22147e+08
3361 26888 4.71336e-05 4.34518e-05 6.18801e+08
3366 26928 4.72325e-05 4.35472e-05 6.18364e+08
3371 26968 4.6966e-05 4.34995e-05 6.19962e+08
3376 27008 4.69124e-05 4.35472e-05 6.20201e+08
3381 27048 4.69724e-05 4.34995e-05 6.21801e+08
3386 27088 4.72063e-05 4.32968e-05 6.25635e+08
3391 27128 4.7269e-05 4.33445e-05 6.2587e+08
3396 27168 4.69567e-05 4.32491e-05 6.28174e+08
3401 27208 4.71014e-05 4.34041e-05 6.26853e+08
3406 27248 4.70927e-05 4.34995e-05 6.26398e+08
3411 27288 4.70862e-05 4.34995e-05 6.27318e+08
3416 27328 4.75971e-05 4.34041e-05 6.29618e+08
3421 27368 4.73615e-05 4.36068e-05 6.27609e+08
3426 27408 4.71901e-05 4.35472e-05 6.29387e+08
3431 27448 4.7196e-05 4.35948e-05 6.29616e+08
3436 27488 4.70775e-05 4.34995e-05 6.31916e+08
3441 27528 4.73046e-05 4.36068e-05 6.31278e+08
3446 27568 4.71236e-05 4.35948e-05 6.32368e+08
3451 27608 4.72766e-05 4.36425e-05 6.32594e+08
3456 27648 4.74132e-05 4.36425e-05 6.33511e+08
3461 27688 4.76679e-05 4.38094e-05 6.3201e+08
3466 27728 4.84585e-05 4.42505e-05 6.26615e+08
3471 27768 4.7348e-05 4.38929e-05 6.32631e+08
3476 27808 4.74334e-05 4.38452e-05 6.34232e+08
3481 27848 4.75762e-05 4.39048e-05 6.34282e+08
3486 27888 4.73959e-05 4.38929e-05 6.35365e+08
3491 27928 4.73877e-05 4.38094e-05 6.37489e+08
3496 27968 4.76896e-05 4.39525e-05 6.36324e+08
3501 28008 4.77037e-05 4.41074e-05 6.34995e+08
3506 28048 4.76927e-05 4.40478e-05 6.36762e+08
3511 28088 4.78133e-05 4.41432e-05 6.36293e+08
3516 28128 4.77419e-05 4.42028e-05 6.3634e+08
3521 28168 4.78625e-05 4.42028e-05 6.37245e+08
3526 28208 4.78923e-05 4.41432e-05 6.39011e+08
3531 28248 4.82646e-05 4.43935e-05 6.36309e+08
3536 28288 4.80521e-05 4.42028e-05 6.39959e+08
3541 28328 4.78989e-05 4.42982e-05 6.39485e+08
3546 28368 4.80305e-05 4.42028e-05 6.41769e+08
3551 28408 4.81458e-05 4.42982e-05 6.41291e+08
3556 28448 4.84661e-05 4.43101e-05 6.42021e+08
3561 28488 4.85141e-05 4.45008e-05 6.40168e+08
3566 28528 4.86916e-05 4.45962e-05 6.39696e+08
3571 28568 4.84289e-05 4.46439e-05 6.39909e+08
3576 28608 4.86118e-05 4.47512e-05 6.39268e+08
3581 28648 4.8401e-05 4.48465e-05 6.38801e+08
3586 28688 4.8565e-05 4.49061e-05 6.38844e+08
3591 28728 4.88131e-05 4.50492e-05 6.37703e+08
3596 28768 4.87306e-05 4.48942e-05 6.40795e+08
3601 28808 4.87075e-05 4.51088e-05 6.38634e+08
3606 28848 4.87832e-05 4.49538e-05 6.41725e+08
3611 28888 4.86779e-05 4.50611e-05 6.41085e+08
3616 28928 4.89831e-05 4.50969e-05 6.41464e+08
3621 28968 4.88869e-05 4.50969e-05 6.42351e+08
3626 29008 4.88464e-05 4.51088e-05 6.43067e+08
3631 29048 4.8718e-05 4.51565e-05 6.43274e+08
3636 29088 4.90758e-05 4.51088e-05 6.44841e+08
3641 29128 4.89876e-05 4.50969e-05 6.45898e+08
3646 29168 4.87455e-05 4.51922e-05 6.45421e+08
3651 29208 4.89964e-05 4.52042e-05 6.46135e+08
3656 29248 4.88421e-05 4.51446e-05 6.47874e+08
3661 29288 4.88677e-05 4.51922e-05 6.48076e+08
3666 29328 4.89321e-05 4.52518e-05 6.48106e+08
3671 29368 4.90181e-05 4.52518e-05 6.4899e+08
3676 29408 4.91298e-05 4.52518e-05 6.49874e+08
3681 29448 4.91091e-05 4.53472e-05 6.49389e+08
3686 29488 5.05202e-05 4.66466e-05 6.32158e+08
3691 29528 5.05246e-05 4.67062e-05 6.32207e+08
3696 29568 5.0315e-05 4.66466e-05 6.33873e+08
3701 29608 5.03082e-05 4.68493e-05 6.31984e+08
3706 29648 5.02775e-05 4.68016e-05 6.33483e+08
3711 29688 4.8896e-05 4.55499e-05 6.51769e+08
3716 29728 4.89559e-05 4.54426e-05 6.54188e+08
3721 29768 4.94788e-05 4.54068e-05 6.55584e+08
3726 29808 4.90123e-05 4.58002e-05 6.50827e+08
3731 29848 4.90607e-05 4.55976e-05 6.54597e+08
3736 29888 4.93312e-05 4.58479e-05 6.51895e+08
3741 29928 4.92169e-05 4.58479e-05 6.52767e+08
3746 29968 4.91774e-05 4.59909e-05 6.51607e+08
3751 30008 4.9997e-05 4.59075e-05 6.53662e+08
3756 30048 4.96811e-05 4.58002e-05 6.56067e+08
3761 30088 4.98111e-05 4.58956e-05 6.55575e+08
3766 30128 4.96684e-05 4.59433e-05 6.55765e+08
3771 30168 4.93635e-05 4.59075e-05 6.57148e+08
3776 30208 4.92516e-05 4.59552e-05 6.57336e+08
3781 30248 4.93965e-05 4.59552e-05 6.58207e+08
3786 30288 4.94163e-05 4.60029e-05 6.58394e+08
3791 30328 4.94456e-05 4.60505e-05 6.58581e+08
3796 30368 4.96677e-05 4.58956e-05 6.61676e+08
3801 30408 4.9678e-05 4.60982e-05 6.59635e+08
3806 30448 4.98419e-05 4.61936e-05 6.59139e+08
3811 30488 5.02095e-05 4.65512e-05 6.54934e+08
3816 30528 5.01755e-05 4.64916e-05 6.56634e+08
3821 30568 5.02816e-05 4.63963e-05 6.58846e+08
3826 30608 5.06104e-05 4.65989e-05 6.56839e+08
3831 30648 5.02425e-05 4.64439e-05 6.59892e+08
3836 30688 5.01956e-05 4.65512e-05 6.59231e+08
3841 30728 5.04464e-05 4.67062e-05 6.579e+08
3846 30768 5.09536e-05 4.69089e-05 6.5591e+08
3851 30808 5.09634e-05 4.70996e-05 6.54103e+08
3856 30848 5.10644e-05 4.70042e-05 6.56281e+08
3861 30888 5.06279e-05 4.69446e-05 6.57967e+08
3866 30928 5.09704e-05 4.69446e-05 6.58819e+08
3871 30968 5.06041e-05 4.68493e-05 6.61014e+08
3876 31008 5.0373e-05 4.66943e-05 6.64064e+08
3881 31048 5.04433e-05 4.68016e-05 6.63397e+08
3886 31088 5.10269e-05 4.71473e-05 6.59381e+08
3891 31128 5.03626e-05 4.70996e-05 6.60897e+08
3896 31168 5.0498e-05 4.72069e-05 6.60243e+08
3901 31208 5.06506e-05 4.70519e-05 6.63267e+08
3906 31248 5.08324e-05 4.72426e-05 6.61436e+08
3911 31288 5.06415e-05 4.71473e-05 6.63623e+08
3916 31328 5.0368e-05 4.70519e-05 6.65818e+08
3921 31368 5.07531e-05 4.69923e-05 6.67514e+08
3926 31408 5.0693e-05 4.70519e-05 6.67518e+08
3931 31448 5.02597e-05 4.69446e-05 6.69896e+08
3936 31488 5.0784e-05 4.704e-05 6.69388e+08
3941 31528 5.0674e-05 4.72426e-05 6.67363e+08
3946 31568 5.05139e-05 4.72546e-05 6.68041e+08
3951 31608 5.10007e-05 4.73499e-05 6.67541e+08
3956 31648 5.12249e-05 4.71592e-05 6.71089e+08
3961 31688 5.08375e-05 4.73976e-05 6.68557e+08
3966 31728 5.08728e-05 4.73022e-05 6.7075e+08
3971 31768 5.10687e-05 4.73976e-05 6.70245e+08
3976 31808 5.09909e-05 4.74453e-05 6.70414e+08
3981 31848 5.09354e-05 4.73022e-05 6.73287e+08
3986 31888 5.10039e-05 4.73976e-05 6.72776e+08
3991 31928 5.16725e-05 4.74453e-05 6.72943e+08
3996 31968 5.07925e-05 4.74572e-05 6.73617e+08
4001 32008 5.1296e-05 4.75049e-05 6.73783e+08
4006 32048 5.15747e-05 4.77076e-05 6.71759e+08
4011 32088 5.1199e-05 4.78506e-05 6.70587e+08
4016 32128 5.11019e-05 4.78506e-05 6.71423e+08
4021 32168 5.13495e-05 4.78029e-05 6.7293e+08
4026 32208 5.12971e-05 4.78983e-05 6.72425e+08
4031 32248 5.13308e-05 4.78029e-05 6.74603e+08
4036 32288 5.13635e-05 4.78983e-05 6.74095e+08
4041 32328 5.13721e-05 4.80413e-05 6.7292e+08
4046 32368 5.18755e-05 4.77552e-05 6.77789e+08
4051 32408 5.15957e-05 4.7946e-05 6.75927e+08
4056 32448 5.14135e-05 4.7946e-05 6.76762e+08
4061 32488 5.14289e-05 4.80056e-05 6.76755e+08
4066 32528 5.15167e-05 4.81486e-05 6.75575e+08
4071 32568 5.18351e-05 4.83394e-05 6.73737e+08
4076 32608 5.1863e-05 4.83394e-05 6.74564e+08
4081 32648 5.20912e-05 4.83394e-05 6.75392e+08
4086 32688 5.2121e-05 4.84943e-05 6.74058e+08
4091 32728 5.25775e-05 4.84467e-05 6.75547e+08
4096 32768 5.25408e-05 4.85539e-05 6.74878e+08
4101 32808 5.2482e-05 4.86016e-05 6.75039e+08
4106 32848 5.31988e-05 4.9448e-05 6.64294e+08
4111 32888 5.29494e-05 4.87566e-05 6.74534e+08
4116 32928 5.2042e-05 4.85539e-05 6.78174e+08
4121 32968 5.26469e-05 4.91023e-05 6.71414e+08
4126 33008 5.28136e-05 4.8852e-05 6.75674e+08
4131 33048 5.28151e-05 4.88043e-05 6.77154e+08
4136 33088 5.28922e-05 4.87447e-05 6.78802e+08
4141 33128 5.18011e-05 4.86493e-05 6.80955e+08
4146 33168 5.19667e-05 4.85897e-05 6.82614e+08
4151 33208 5.2174e-05 4.8852e-05 6.79768e+08
4156 33248 5.23356e-05 4.87566e-05 6.81918e+08
4161 33288 5.25914e-05 4.87566e-05 6.82738e+08
4166 33328 5.3071e-05 4.89593e-05 6.80729e+08
4171 33368 5.26378e-05 4.89473e-05 6.81712e+08
4176 33408 5.27892e-05 4.89473e-05 6.8253e+08
4181 33448 5.24154e-05 4.8995e-05 6.82682e+08
4186 33488 5.23549e-05 4.89473e-05 6.84164e+08
4191 33528 5.25366e-05 4.8995e-05 6.84314e+08
4196 33568 5.23156e-05 4.8852e-05 6.87137e+08
4201 33608 5.32924e-05 4.915e-05 6.83784e+08
4206 33648 5.22686e-05 4.90546e-05 6.85929e+08
4211 33688 5.30951e-05 4.92454e-05 6.84085e+08
4216 33728 5.26111e-05 4.9293e-05 6.84235e+08
4221 33768 5.2439e-05 4.92454e-05 6.85709e+08
4226 33808 5.21716e-05 4.915e-05 6.87854e+08
4231 33848 5.25947e-05 4.915e-05 6.88667e+08
4236 33888 5.24114e-05 4.91023e-05 6.90151e+08
4241 33928 5.23432e-05 4.915e-05 6.90295e+08
4246 33968 5.24627e-05 4.91023e-05 6.9178e+08
4251 34008 5.22442e-05 4.92454e-05 6.90583e+08
4256 34048 5.27107e-05 4.91977e-05 6.92065e+08
4261 34088 5.34521e-05 4.9305e-05 6.91371e+08
4266 34128 5.27033e-05 4.94003e-05 6.90846e+08
4271 34168 5.3185e-05 4.95076e-05 6.90156e+08
4276 34208 5.26215e-05 4.9448e-05 6.91797e+08
4281 34248 5.32349e-05 4.93407e-05 6.94112e+08
4286 34288 5.27557e-05 4.94957e-05 6.92747e+08
4291 34328 5.27786e-05 4.9448e-05 6.94224e+08
4296 34368 5.28523e-05 4.95434e-05 6.93695e+08
4301 34408 5.30607e-05 4.96984e-05 6.92337e+08
4306 34448 5.30728e-05 4.98056e-05 6.91649e+08
4311 34488 5.30999e-05 4.98414e-05 6.91955e+08
4316 34528 5.30246e-05 4.98414e-05 6.92757e+08
4321 34568 5.33487e-05 4.99964e-05 6.9141e+08
4326 34608 5.34301e-05 5.01513e-05 6.90071e+08
4331 34648 5.31605e-05 5.0199e-05 6.90213e+08
4336 34688 5.35976e-05 5.02467e-05 6.90354e+08
4341 34728 5.38574e-05 5.03421e-05 6.8984e+08
4346 34768 5.3453e-05 5.02944e-05 6.9129e+08
4351 34808 5.35862e-05 5.04017e-05 6.90612e+08
4356 34848 5.39256e-05 5.04971e-05 6.901e+08
4361 34888 5.37274e-05 5.0652e-05 6.88778e+08
4366 34928 5.40226e-05 5.06043e-05 6.90217e+08
4371 34968 5.38454e-05 5.05447e-05 6.91823e+08
4376 35008 5.39088e-05 5.05924e-05 6.91961e+08
4381 35048 5.45586e-05 5.04494e-05 6.94716e+08
4386 35088 5.43562e-05 5.06043e-05 6.93379e+08
4391 35128 5.40609e-05 5.04971e-05 6.95645e+08
4396 35168 5.38026e-05 5.04971e-05 6.96437e+08
4401 35208 5.3885e-05 5.06043e-05 6.95751e+08
4406 35248 5.50605e-05 5.08904e-05 6.92625e+08
4411 35288 5.37747e-05 5.06043e-05 6.97331e+08
4416 35328 5.16253e-05 5.0509e-05 6.9944e+08
4421 35368 5.16183e-05 5.06043e-05 6.98912e+08
4426 35408 5.18149e-05 5.05924e-05 6.99868e+08
4431 35448 5.19152e-05 5.0652e-05 6.99834e+08
4436 35488 5.17341e-05 5.0652e-05 7.00623e+08
4441 35528 5.20315e-05 5.06997e-05 7.00754e+08
4446 35568 5.18223e-05 5.07474e-05 7.00883e+08
4451 35608 5.17396e-05 5.07593e-05 7.01507e+08
4456 35648 5.17441e-05 5.06997e-05 7.0312e+08
4461 35688 5.19675e-05 5.07951e-05 7.02588e+08
4466 35728 5.15617e-05 5.08547e-05 7.02551e+08
4471 35768 5.17871e-05 5.07951e-05 7.04163e+08
4476 35808 5.18327e-05 5.08547e-05 7.04124e+08
4481 35848 5.19921e-05 5.07951e-05 7.05738e+08
4486 35888 5.2102e-05 5.08904e-05 7.05201e+08
4491 35928 5.20197e-05 5.09977e-05 7.04502e+08
4496 35968 5.20862e-05 5.08904e-05 7.06773e+08
4501 36008 5.22859e-05 5.09501e-05 7.06731e+08
4506 36048 5.19142e-05 5.10454e-05 7.06195e+08
4511 36088 5.19507e-05 5.10454e-05 7.06978e+08
4516 36128 5.21251e-05 5.10097e-05 7.08258e+08
4521 36168 5.22395e-05 5.12004e-05 7.06401e+08
4526 36208 5.22059e-05 5.12481e-05 7.06524e+08
4531 36248 5.23764e-05 5.12004e-05 7.07963e+08
4536 36288 5.2615e-05 5.12481e-05 7.08085e+08
4541 36328 5.23839e-05 5.13434e-05 7.07549e+08
4546 36368 5.23986e-05 5.12958e-05 7.08987e+08
4551 36408 5.22909e-05 5.1403e-05 7.08285e+08
4556 36448 5.23545e-05 5.13911e-05 7.09228e+08
4561 36488 5.27802e-05 5.14388e-05 7.09348e+08
4566 36528 5.26305e-05 5.15461e-05 7.08647e+08
4571 36568 5.30866e-05 5.16415e-05 7.08113e+08
4576 36608 5.27846e-05 5.16534e-05 7.08724e+08
4581 36648 5.28232e-05 5.18441e-05 7.06888e+08
4586 36688 5.28355e-05 5.17964e-05 7.08311e+08
4591 36728 5.29715e-05 5.19514e-05 7.06968e+08
4596 36768 5.31071e-05 5.19514e-05 7.07738e+08
4601 36808 5.31788e-05 5.20468e-05 7.0721e+08
4606 36848 5.2963e-05 5.21064e-05 7.07169e+08
4611 36888 5.32151e-05 5.20945e-05 7.08098e+08
4616 36928 5.34064e-05 5.22971e-05 7.06119e+08
4621 36968 5.32988e-05 5.21541e-05 7.08823e+08
4626 37008 5.31433e-05 5.22017e-05 7.08942e+08
4631 37048 5.33644e-05 5.22494e-05 7.0906e+08
4636 37088 5.34364e-05 5.22017e-05 7.10474e+08
4641 37128 5.33088e-05 5.22494e-05 7.10591e+08
4646 37168 5.33664e-05 5.23448e-05 7.10061e+08
4651 37208 5.31735e-05 5.22494e-05 7.12123e+08
4656 37248 5.34881e-05 5.22017e-05 7.13539e+08
4661 37288 5.32454e-05 5.23448e-05 7.12353e+08
4666 37328 5.36029e-05 5.22971e-05 7.13768e+08
4671 37368 5.36171e-05 5.24402e-05 7.12584e+08
